rawcode,shop,name_ru,name_en,category,element,rank,goldcost,STR,AGI,INT,AllStat,DMG,DEF,MS,AS,MaxHP,MaxMP,HP_regen,MP_regen,Lifesteal,Crit,Evasion,active_CD,active_mana,abilities_resolved,description_ru,description_en,crafted_from,crafts_into
I020,Weapons (n00F),Истинный Посох Тьмы |r|c00FF5555Weapon|r,True Staff of Darkness [Weapon],,,,4250,,,,30,100,,,100,,,,,,,,,,"Unholy Frenzy (A09A); Spellbook: [+30 AllStat (A06P); +100 DMG (A06M); +100% AS (A0QW)] (A1EV); Dark Aura: -100% enemy DMG, range 1000 (A1EU)","Повышение силы атаки на 100 ед., AS +100%, повышение AllStat на 30 |  | Аура Тьмы: уменьшение силы атаки противника на 100% | Активно: Цель не может уйти дальше чем на 400 от текущего положения на протяжении 6(до 15 если цель в паузе) секунд. | Дальность: 1000 |  | CD: 30 сек.","Increases AD by 100, AS +100%, AllStat by 30. | Dark Aura: reduces enemy AD by 100%. | Active: Target cannot move further than 400 from current position for 6 sec (up to 15 sec if target is paused). | Range: 1000. | CD: 30 sec.",Sealed Staff of Darkness (I06C) + Upgrade Item (I00E),Yata Mirror (I04T)
I04T,Ultimate Items 3 (n00I),Зеркало Ята,Yata Mirror,,,,4500,,,,35,,10,,,,,,100,,,,20,150,Active CD=20s mana=150 (YatA); +35 AllStat (A0LD); +100% MP regen (A04P); +10 DEF (A05H),"AllStat 35, MP reg. 100%, DEF нa 10, при пoлyчeнии yрoнa, влaдeлeц вoзврaщaeт 30% yрoнa. Урoн oт cпocoбнocтeй Кoмплeктa Онидзyки и Stigmata Tesseract yмeньшaeтcя нa 50% yрoнa вoзврaтoм. | Active: Увeличивaeт вoзврaщaeмый yрoн дo 60% в тeчeнии 5 ceк. CD: 20. | Нe рaбoтaeт ecли ecть Прoбивaниe(Cloud Vongola нa врaгe и Stigmata Tesseract,Cloud Mare нa влaдeльцe).","AllStat 35, MP regen 100%, DEF +10. On receiving damage, the owner reflects 30% damage. Damage from Onizuka Set and Stigmata Tesseract abilities is reduced by 50% via reflection. | Active: Increases reflected damage to 60% for 5 sec. CD: 20. | Does not work if there is Piercing (Cloud Vongola on enemy and Stigmata Tesseract/Cloud Mare on owner).",True Staff of Darkness [Weapon] (I020) + Yata Mirror (Recipe) (I122),
I032,Ultimate Sets 2 (n00U),Очки Мадао,Madao Glasses,,,,1000,,,,,,5,,,450,,,,,,,,,+5 DEF (A0O9); +450 Max HP (A0OA),Повышение HP на 450 ед. и DEF на 5 ед.,Increases HP by 450 and DEF by 5.,,Madao Set (I036)
I033,Ultimate Sets 2 (n00U),Шапка Мадао,Madao Hat,,,,1100,,,,,,4,,,,,10,75,,,,,,+10 HP/s regen (A03S); +75% MP regen (A04O); +4 DEF (A25G),"Повышение регенерации HP на 10, а маны на 75%, DEF  + 4 ед.","Increases HP Regen by 10, MP Regen by 75%, DEF +4.",,"Madao Set (I036) , Gegetsuburi [Weapon] (I050) , Guard Droid Mk.III (I066)"
I035,Ultimate Sets 2 (n00U),Коробка Мадао,Madao Box,,,,1200,,,,15,,4,,,,,,,,,,,,+15 AllStat (A05V); +4 DEF (A25G),"Повышение AllStat на 15, DEF +4 ед.","Increases AllStat by 15, DEF +4.",,"Madao Set (I036) , Holy Grail (I068)"
I034,Ultimate Sets 2 (n00U),Собака Мадао,Madao Dog,,,,1300,,,,,60,,,,,,,,,,,,,Chain Lightning x3 (A0OB); +60 DMG (A05Z),"Разведка области в радиусе 1200 вокруг героя на 5 сек., повышение атаки на 60 ед. |  | Перезарядка: 20 сек.","Scouting area in radius 1200 around hero for 5 sec, increases AD by 60. | Cooldown: 20 sec.",,Madao Set (I036)
I036,Ultimate Items 3 (n00I),Комплект Мадао,Madao Set,,,,4600,,,,25,80,10,,,1000,,20,75,,,,,,Chain Lightning x3 (A0OF); Spellbook: [+10 DEF (A05H); +25 AllStat (A060); +1000 Max HP (A0OE); +80 DMG (A26M); +20 HP/s regen (A03V); +75% MP regen (A04O)] (A0OD),"Повышение AllStat на 25 ед., HP на 1000, HP Regen на 20 ед., MP Regen на 75%, атаку на 80 ед., DEF на 10 ед., уменьшение времени эффектов контроля на 10%. | Пассивно: подсвечивает врагов рядом с владельцем в области 500 | Active: Команда ""Взять"" - разведка области в радиусе 1600 вокруг ""Мадао"" на 10 сек и видно врагов в области использования 1000 в течении 5 сек. |  | Перезарядка: 20 сек.","Increases AllStat by 25, HP by 1000, HP Regen by 20, MP Regen by 75%, AD by 80, DEF by 10, reduces CC duration by 10%. | Passive: highlights enemies near the owner in area 500. | Active: Command ""Fetch"" - scouts area in radius 1600 around ""Madao"" for 10 sec and reveals enemies in 1000 area for 5 sec. | Cooldown: 20 sec.",Madao Hat (I033) + Madao Glasses (I032) + Madao Dog (I034) + Madao Box (I035),
I04L,Ultimate Items 3 (n00I),Эссенция льда,Ice Essence,,,,4900,15,15,35,,,,,,700,,,,,,,30,100,"Active CD=30s mana=100 (A118); +700 Max HP (A0SA); +15 STR, +15 AGI, +35 INT (A18D)","Увеличивает INT героя на 35 ед., а STR и AGI на 15 ед.,  HP на 700 ед. Способность: ""Охлаждение"" - на 10 сек. запрещает возможность восстанавливать HP, также наносит 15%(0.375% каждые 0.25) от Max HP урона за 10 сек. | Дальность: 900 | CD: 30 сек.","Increases hero INT by 35, STR and AGI by 15, HP by 700. Ability: ""Freeze"" - for 10 sec prevents HP recovery, also deals 15% (0.375% every 0.25s) of Max HP damage over 10 sec. | Range: 900. | CD: 30 sec.",Ice Sphere (I02S) + Medallion of Courage (I01M) + Ice Sphere (I02S),
I06H,Ultimate Sets (n00B),Броня Сайяна,Saiyan Armor,,,,1000,,,,,,10,,,,,,,,,,,,+10 DEF (A05H),Увеличение DEF на 10 ед.,Increases DEF by 10.,,Saiyan Set (I06E)
I06I,Ultimate Sets (n00B),Скаутер,Scouter,,,,1000,10,,,,50,,,,,,,,,,,,,+10 STR (A03P); +50 DMG (A05Y),"Увеличение STR на 10 ед., атаки на 50 ед.","Increases STR by 10, AD by 50.",,Saiyan Set (I06E)
I06F,Ultimate Sets (n00B),Перчатки Сайяна,Saiyan Gloves,,,,1500,20,,,,,,,,,,,,,,,,,+20 STR (A03T),Увеличение STR на 20 ед.,Increases STR by 20.,,Saiyan Set (I06E)
I06G,Ultimate Sets (n00B),Сапоги Сайяна,Saiyan Boots,,,,1500,10,20,,,,,,,,,,,,,,,,+10 STR (A03P); +20 AGI (A04D),"Увеличение STR на 10 ед., AGI на 20 ед.","Increases STR by 10, AGI by 20.",,Saiyan Set (I06E)
I06E,Ultimate Items 3 (n00I),Комплект Сайяна,Saiyan Set,,,,5000,30,20,,,,10,,,,,,,,,,20,,"Active CD=20s (A0YZ); +30 STR, +20 AGI (A1G7); +10 DEF (A05H)","Увеличение STR на 30 ед., AGI на 20 ед., DEF на 10 ед. Пассивно: восстанавливает 4%HP\3%MP при использовании способностей. | Активно: ""Скаутер"" - подсвечивает положение игроков на миникарте, а также делая их видимыми в течении 2 секунд и эффект Неба Маре на 1 сек. | CDR: 20 сек.","Increases STR by 30, AGI by 20, DEF by 10. Passive: restores 4% HP / 3% MP on ability use. | Active: ""Scouter"" - reveals player positions on minimap and makes them visible for 2 sec, also applies Mare Sky effect for 1 sec. | CD: 20 sec.",Scouter (I06I) + Saiyan Gloves (I06F) + Saiyan Boots (I06G) + Saiyan Armor (I06H),
I121,Recipes 4 (n108),Гримуар Прелати (рецепт),Prelati's Grimoire (Recipe),,,,400,,,,,,,,,,,,,,,,,,,"Увеличение INT на 60 ед., Магический резист на 15%. Пассивно(переключается нажатием): Реген 2% HP за 3.5% MP / сек. Если ресурс полный, он не затрачивается.  |  | Требуется: Комплект Акатсуки(4600)+Рецепт(400).","Increases INT by 60, Magic Resistance by 15%. Passive (toggle): Regens 2% HP for 3.5% MP/sec. If resource is full, it is not consumed. | Requires: Akatsuki Set (4600) + Recipe (400).",,Prelati's Grimoire (I06W)
I03X,Ultimate Sets (n00B),Хломида Акатсуки,Akatsuki Cloak,,,,1100,,,,,,5,,,,,,,,,,,,+5 DEF (A05G),Повышение DEF на 5 ед. и магической защиты на 10%.,Increases DEF by 5 and magic resistance by 10%.,,Akatsuki Set (I040)
I03Y,Ultimate Sets (n00B),Шляпа Акатсуки,Akatsuki Hat,,,,1100,,,,13,,,,,,,,75,,,,,,+13 AllStat (A14N); +75% MP regen (A04O),Повышение скорости восстановления маны на 75% и увеличение AllStat на 13 ед.,Increases MP regen by 75% and AllStat by 13.,,"Akatsuki Set (I040) , Stigmata Tesseract (ISTi)"
I03W,Ultimate Sets (n00B),Кольцо Акацуки,Akatsuki Ring,,,,1200,,,,,,,,,500,,15,,,,,,,+500 Max HP (A0Y0); +15 HP/s regen (A03U),"Повышение Regen HP на 15 ед., HP на 500 ед.","Increases HP Regen by 15, HP by 500.",,Akatsuki Set (I040)
I03Z,Ultimate Sets (n00B),Протектор Акатсуки,Akatsuki Protector,,,,1200,,,,16,,,,,,,,,,,,,,"+16 AllStat (A0W1); Shockwave: 100 DMG, range=40 (A0W0)",Повышение AllStat на 16 ед. и 100% отклонение 40 ед. физического урона.,Increases AllStat by 16 and 100% deflection of 40 physical damage.,,Akatsuki Set (I040)
I040,Ultimate Items 2 (n00A),Комплект Акатсуки,Akatsuki Set,,,,4600,,,,,,,,,,,20,100,,,,15,100,"Active CD=15s mana=100 (AI31); Mark/Burn: DMG=15, range=45 (AI30); +20 HP/s regen (A03V); +100% MP regen (A04P)","Повышение STR на 15 ед., INT на 45 ед., AGI на 15 ед., HP Regen на 20 ед., а маны на 100%, сопротивление магии на 15%. |  | Passive: ""Мастерство"" - за каждое примененное заклинание вам дается 8 ед. INT на 10 сек. | Active: следующая магическая атака в течении 10 сек усиливается на 4% за каждый стак пассивной части. | Перезарядка: 15 сек","Increases STR by 15, INT by 45, AGI by 15, HP Regen by 20, MP Regen by 100%, magic resistance by 15%. | Passive: ""Mastery"" - each ability cast grants 8 INT for 10 sec. | Active: next magic attack within 10 sec is boosted by 4% per passive stack. | Cooldown: 15 sec.",Akatsuki Protector (I03Z) + Akatsuki Cloak (I03X) + Akatsuki Hat (I03Y) + Akatsuki Ring (I03W),Prelati's Grimoire (I06W)
I06W,Ultimate Items 3 (n00I),Гримуар Прелати,Prelati's Grimoire,,,,5000,,,60,,,,,,,,,,,,,,25,Active mana=25 (A1I3); +60 INT (A0OH),"Увеличение INT на 60 ед., Магический резист на 15%. Пассивно(переключается нажатием): Реген 2% HP за 3.5% MP / сек. Если ресурс полный, он не затрачивается.","Increases INT by 60, Magic Resistance by 15%. Passive (toggle): Regens 2% HP for 3.5% MP/sec. If resource is full, it is not consumed.",Akatsuki Set (I040) + Prelati's Grimoire (Recipe) (I121),
I14R,Recipes 3 (n0J2),Броня Бороса (рецепт),Boros Armor (Recipe),,,,200,,,,,,,,,,,,,,,,,,,"Увеличивает AllStat на 35, уменьшает контроль по владельцу на 25%. Passive:""Сброс Лимитов"" - блокирует 1 способность, после чего, на 30 сек. повышается HP на 1000 и усиливает ослабление эффектов с 25% до 75% на 4 сек, минимальный DMG - 500 ед. | Нельзя покупать с Imagine Breaker, Medusa,All Fiction. CD: 30 сек. | Active: В течении последующих 5 сек. урон блокируется гарантированно. CD: 15 сек. |  | Требуется: Сфера Пустоты, Ленточка, Рецепт.","Increases AllStat by 35, reduces CC on owner by 25%. Passive: ""Limit Break"" - blocks 1 ability, then for 30 sec increases HP by 1000 and boosts CC reduction from 25% to 75% for 4 sec, min DMG 500. | Cannot buy with Imagine Breaker, Medusa, All Fiction. CD: 30 sec. | Active: For next 5 sec damage is blocked guaranteed. CD: 15 sec.",,Boros Armor (I13R)
I123,Recipes 4 (n108),Сфера Пустоты (рецепт),Void Sphere (Recipe),,,,300,,,,,,,,,,,,,,,,,,,"Увеличивает AllStat на 30. Passive:""Щит пустоты"" - блокирует 1 способность каждые 30 сек, минимальный DMG - 500 ед. | Нельзя покупать с Броней Бороса. | CD: 30 сек. |  | Требуется: Запечатанный посох тьмы(3500)+Рецепт(300).","Increases AllStat by 30. Passive: ""Void Shield"" - blocks 1 ability every 30 sec, min DMG 500. | Cannot buy with Boros Armor. | CD: 30 sec. | Requires: Sealed Staff of Darkness (3500) + Recipe (300).",,Void Sphere (I03R)
I12R,Base Items (n004),Ленточка,Ribbon,,,,1000,,,,,,,,,500,,,,,,,,,+500 Max HP (A0S9),"Увеличивает HP на 500, уменьшает контроль по владельцу на 20%.","Increases HP by 500, reduces CC on owner by 20%.",,"Boros Armor (I13R) , Sode no Shirayuki Weapon (ISHk) , Wind Hole (I130)"
I06C,,Запечатанный посох тьмы,Sealed Staff of Darkness,,,,3500,,,,24,50,,,50,,,,,,,,,,"Dark Aura: -50% enemy DMG, range 800 (A097); Spellbook: [+24 AllStat (A0VN); +50 DMG (A05Y); +50% AS (A0LJ)] (A0Y5)","Повышение силы атаки на 50 ед., AS +50%, повышение AllStat на 24 ед. |  | Аура Тьмы: уменьшение силы атаки противника на 50%","Increases AD by 50, AS +50%, AllStat by 24. | Dark Aura: reduces enemy AD by 50%.","Staff of Darkness, Rank A (I01Z) + Upgrade Item (I00E)","Void Sphere (I03R) , True Staff of Darkness [Weapon] (I020) , Kaleidoscope Ruby (I06Q) , Kaleidoscope Sapphire (I06R)"
I03R,Ultimate Items (n00E),Сфера Пустоты,Void Sphere,,,,3800,,,,30,,,,,,,,,,,,,,+30 AllStat (A06P),"Увеличивает AllStat на 30. Passive:""Щит пустоты"" - блокирует 1 способность каждые 30 сек., минимальный DMG - 500 ед. | Нельзя покупать с Броней Бороса. | CD: 30 сек.","Increases AllStat by 30. Passive: ""Void Shield"" - blocks 1 ability every 30 sec, min DMG 500. | Cannot buy with Boros Armor. | CD: 30 sec.",Sealed Staff of Darkness (I06C) + Void Sphere (Recipe) (I123),Boros Armor (I13R)
I13R,Ultimate Items 3 (n00I),Броня Бороса,Boros Armor,,,,5000,,,,35,,,,,,,,,,,,15,50,Active CD=15s mana=50 (BorA); +35 AllStat (A0LD),"Увеличивает AllStat на 35, уменьшает контроль по владельцу на 25%. Passive:""Сброс Лимитов"" - блокирует 1 способность, после чего, на 30 сек. HP на 1000 и усиливает ослабление эффектов с 25% до 75% на 4 сек, минимальный DMG - 500. | Нельзя покупать с Imagine Breaker, Medusa,All Fiction. CD: 30 сек. | Active: В течении последующих 5 сек. урон блокируется гарантированно. CD: 15 сек.","Increases AllStat by 35, reduces CC on owner by 25%. Passive: ""Limit Break"" - blocks 1 ability, then for 30 sec increases HP by 1000 and boosts CC reduction from 25% to 75% for 4 sec, min DMG 500. | Cannot buy with Imagine Breaker, Medusa, All Fiction. CD: 30 sec. | Active: For next 5 sec damage is blocked guaranteed. CD: 15 sec.",Ribbon (I12R) + Void Sphere (I03R) + Boros Armor (Recipe) (I14R),
I00R,Half Vongola Rings (n003),"Кольцо Шторма, Ранг D","Storm Ring, Rank D",Vongola Ring,Storm,D,500,,7,7,,,,,,,,,,,,,,,+7 AGI (A04I); +7 INT (A04J),"Повышение AGI на 7 ед., INT на 7 ед.","Increases AGI by 7, INT by 7.",,"Storm Ring, Rank C (I00S)"
IGDr,Recipes 2 (n015),Gae Dearg (рецепт),Gae Dearg (Recipe),,,,1050,,,,,,,,,,,,,,,,,,,"Повышение STR на 15, AGI и INT на 40 ед. и MP Regen на 125%. |  | Passive: [Mana Destruction] - урон больше 7% HP цели уничтожает 8% её Max MP. CD 10 sec. | • [Crimson Rose of Exorcism] - Выстреливает в противника копьем и наносит 3*INT + 3*AGI. Так же, эффекты магической защиты ослаблены на 40% в течении 5 секунд,при снятии ослабление становится 20% на оставшееся время.. Дальность: 1200 | Перезарядка: 20 сек. | Сборка: Настоящее Кольцо Шторма Вонголы + Рецепт","Increases STR by 15, AGI and INT by 40 and MP Regen by 125%. | Passive: [Mana Destruction] - damage over 7% target HP destroys 8% of their Max MP. CD: 10 sec. | [Crimson Rose of Exorcism] - fires a spear at enemy dealing 3*INT + 3*AGI. Also, magic resistance effects are weakened by 40% for 5 sec, on removal becomes 20% for remaining time. Range: 1200. | Cooldown: 20 sec. | Recipe: True Vongola Storm Ring + Recipe.",,Gae Dearg (IGDi)
I00S,,"Кольцо Шторма, Ранг С","Storm Ring, Rank C",Vongola Ring,Storm,C,1250,,10,10,,,,,,,,,25,,,,,,+25% MP regen (A04M); +10 AGI (A04B); +10 INT (A042),"Повышение AGI на 10 ед., INT на 10 ед. и MP Regen на 25%","Increases AGI by 10, INT by 10 and MP Regen by 25%.","Storm Ring, Rank D (I00R) + Upgrade Item (I00E)","Storm Ring, Rank B (I00T)"
I00T,,"Кольцо Шторма, Ранг B","Storm Ring, Rank B",Vongola Ring,Storm,B,2000,,14,14,,,,,,,,,50,,,,,,+50% MP regen (A04N); +14 AGI (A04K); +14 INT (A04L),"Повышение AGI на 14 ед., INT на 14 ед. и MP Regen на 50%","Increases AGI by 14, INT by 14 and MP Regen by 50%.","Storm Ring, Rank C (I00S) + Upgrade Item (I00E)","Storm Ring, Rank A (I00U)"
